User_ID,Product_ID,Age,Gender,City,Occupation,Product_Category,Weather,Time_of_Day,Loyalty_Tier,Purchase_Amount,CustomerSegment,Time_Bin,Persona
U11866,P364,58,Female,Suburban,Professional,Home Decor,Cloudy,Night,Gold,137.3,0,3,Budget Buyer
U11867,P899,30,Male,Urban,Student,Toys,Rainy,Afternoon,New,81.58,3,1,First-Time Buyer
U11868,P499,47,Male,Suburban,Unemployed,Toys,Snowy,Night,Gold,66.97,3,3,First-Time Buyer
U11869,P870,50,Male,Urban,Unemployed,Electronics,Snowy,Afternoon,New,272.32,1,1,Premium Buyer
U11870,P166,30,Female,Suburban,Unemployed,Clothing,Sunny,Morning,Bronze,91.91,5,0,Premium Buyer
U11871,P437,43,Female,Rural,Professional,Clothing,Rainy,Evening,Silver,86.79,2,2,Bargain Hunter
U11872,P347,39,Female,Suburban,Professional,Home Decor,Rainy,Afternoon,New,151.99,0,1,Budget Buyer
U11873,P819,56,Female,Urban,Retired,Groceries,Snowy,Afternoon,New,52.64,0,1,Budget Buyer
U11874,P697,19,Female,Suburban,Professional,Groceries,Snowy,Morning,Silver,46.9,4,0,Impulsive Buyer
U11875,P940,55,Female,Urban,Professional,Groceries,Sunny,Night,Bronze,51.01,0,3,Budget Buyer
U11876,P243,56,Female,Rural,Unemployed,Home Decor,Cloudy,Afternoon,Gold,115.94,2,1,Bargain Hunter
U11877,P117,43,Male,Urban,Student,Toys,Rainy,Night,Bronze,77.6,3,3,First-Time Buyer
U11878,P816,63,Female,Rural,Professional,Clothing,Rainy,Morning,New,93.78,2,0,Bargain Hunter
U11879,P624,32,Female,Urban,Retired,Clothing,Sunny,Afternoon,New,109.45,5,1,Premium Buyer
U11880,P317,51,Female,Urban,Student,Toys,Snowy,Evening,Silver,70.69,4,2,Impulsive Buyer
U11881,P538,59,Female,Urban,Professional,Clothing,Rainy,Afternoon,Platinum,81.98,5,1,Premium Buyer
U11882,P705,61,Female,Rural,Student,Clothing,Sunny,Morning,Gold,82.48,2,0,Bargain Hunter
U11883,P913,57,Female,Rural,Student,Groceries,Snowy,Night,New,47.2,2,3,Bargain Hunter
U11884,P635,28,Male,Urban,Student,Groceries,Sunny,Afternoon,New,51.88,3,1,First-Time Buyer
U11885,P362,20,Male,Urban,Student,Electronics,Rainy,Morning,New,326.36,1,0,Premium Buyer
U11886,P182,23,Male,Urban,Student,Electronics,Snowy,Morning,Silver,246.21,1,0,Premium Buyer
U11887,P599,26,Female,Urban,Professional,Clothing,Sunny,Morning,Silver,95.85,5,0,Premium Buyer
U11888,P320,23,Female,Suburban,Student,Groceries,Sunny,Night,New,48.42,2,3,Bargain Hunter
U11889,P477,26,Female,Urban,Student,Electronics,Sunny,Night,New,277.26,1,3,Premium Buyer
U11890,P314,56,Female,Suburban,Retired,Electronics,Rainy,Evening,Platinum,250.24,1,2,Premium Buyer
U11891,P926,48,Female,Suburban,Retired,Groceries,Rainy,Evening,Platinum,36.66,4,2,Impulsive Buyer
U11892,P268,49,Female,Suburban,Student,Electronics,Cloudy,Afternoon,New,313.66,1,1,Premium Buyer
U11893,P608,58,Female,Rural,Professional,Toys,Rainy,Morning,New,78.97,2,0,Bargain Hunter
U11894,P684,29,Female,Urban,Retired,Toys,Sunny,Evening,Platinum,59.71,4,2,Impulsive Buyer
U11895,P112,25,Female,Urban,Retired,Groceries,Rainy,Night,Silver,41.91,4,3,Impulsive Buyer
U11896,P691,25,Male,Suburban,Student,Groceries,Sunny,Morning,Platinum,41.99,4,0,Impulsive Buyer
U11897,P631,45,Female,Urban,Professional,Electronics,Sunny,Afternoon,Silver,287.73,1,1,Premium Buyer
U11898,P920,37,Male,Urban,Unemployed,Clothing,Sunny,Morning,Silver,93.34,5,0,Premium Buyer
U11899,P492,64,Male,Rural,Professional,Home Decor,Snowy,Evening,Bronze,148.79,2,2,Bargain Hunter
U11900,P221,24,Female,Suburban,Retired,Toys,Cloudy,Evening,Gold,72.73,0,2,Budget Buyer
U11901,P475,28,Female,Urban,Retired,Toys,Cloudy,Morning,Gold,67.03,0,0,Budget Buyer
U11902,P688,37,Other,Suburban,Retired,Groceries,Sunny,Night,Bronze,44.34,0,3,Budget Buyer
U11903,P572,33,Male,Urban,Retired,Clothing,Rainy,Morning,Silver,87.79,5,0,Premium Buyer
U11904,P389,21,Female,Rural,Retired,Groceries,Cloudy,Morning,Bronze,52.05,2,0,Bargain Hunter
U11905,P891,23,Male,Urban,Student,Electronics,Sunny,Morning,Silver,267.22,1,0,Premium Buyer
U11906,P803,39,Male,Suburban,Student,Clothing,Rainy,Morning,Gold,92.21,5,0,Premium Buyer
U11907,P639,43,Male,Suburban,Student,Electronics,Snowy,Morning,Bronze,296.56,1,0,Premium Buyer
U11908,P938,20,Male,Urban,Retired,Toys,Snowy,Night,Gold,71.23,0,3,Budget Buyer
U11909,P839,58,Male,Suburban,Student,Groceries,Sunny,Afternoon,Platinum,37.52,4,1,Impulsive Buyer
U11910,P627,59,Male,Rural,Retired,Groceries,Rainy,Afternoon,Bronze,46.25,2,1,Bargain Hunter
U11911,P823,31,Male,Suburban,Professional,Home Decor,Snowy,Evening,Gold,133.43,0,2,Budget Buyer
U11912,P469,28,Female,Urban,Unemployed,Clothing,Snowy,Night,Bronze,97.96,5,3,Premium Buyer
U11913,P532,35,Male,Suburban,Professional,Toys,Snowy,Morning,New,85.8,0,0,Budget Buyer
U11914,P190,29,Female,Rural,Unemployed,Home Decor,Rainy,Night,New,141.3,2,3,Bargain Hunter
U11915,P759,40,Female,Urban,Student,Home Decor,Sunny,Afternoon,Gold,133.83,3,1,First-Time Buyer
U11916,P229,29,Female,Suburban,Unemployed,Groceries,Sunny,Morning,New,45.39,3,0,First-Time Buyer
U11917,P575,30,Female,Urban,Professional,Clothing,Snowy,Night,Platinum,76.8,5,3,Premium Buyer
U11918,P498,42,Female,Urban,Professional,Groceries,Sunny,Evening,Gold,43.61,0,2,Budget Buyer
U11919,P787,62,Female,Urban,Unemployed,Clothing,Cloudy,Afternoon,Silver,98.64,5,1,Premium Buyer
U11920,P362,36,Male,Rural,Professional,Home Decor,Snowy,Morning,Silver,148.21,2,0,Bargain Hunter
U11921,P549,63,Female,Suburban,Student,Electronics,Rainy,Morning,Silver,266.71,1,0,Premium Buyer
U11922,P102,53,Female,Urban,Professional,Toys,Sunny,Morning,Gold,71.6,0,0,Budget Buyer
U11923,P586,62,Male,Rural,Unemployed,Home Decor,Rainy,Morning,Silver,137.71,2,0,Bargain Hunter
U11924,P461,25,Male,Suburban,Student,Groceries,Sunny,Morning,Bronze,49.49,3,0,First-Time Buyer
U11925,P982,46,Male,Suburban,Unemployed,Toys,Rainy,Morning,Platinum,66.97,3,0,First-Time Buyer
U11926,P649,49,Female,Urban,Retired,Home Decor,Rainy,Night,New,151.42,0,3,Budget Buyer
U11927,P658,61,Male,Rural,Retired,Clothing,Sunny,Evening,Bronze,100.96,2,2,Bargain Hunter
U11928,P149,35,Female,Suburban,Student,Groceries,Snowy,Night,Silver,45.76,4,3,Impulsive Buyer
U11929,P250,23,Male,Suburban,Student,Home Decor,Snowy,Night,Gold,117.32,3,3,First-Time Buyer
U11930,P556,35,Female,Urban,Professional,Clothing,Rainy,Morning,New,109.78,5,0,Premium Buyer
U11931,P277,36,Male,Urban,Unemployed,Clothing,Cloudy,Morning,Silver,86.47,5,0,Premium Buyer
U11932,P697,39,Male,Urban,Retired,Clothing,Rainy,Night,Silver,98.36,5,3,Premium Buyer
U11933,P221,54,Female,Rural,Professional,Toys,Cloudy,Afternoon,Silver,69.01,2,1,Bargain Hunter
U11934,P387,49,Male,Urban,Retired,Groceries,Snowy,Morning,Bronze,50.85,0,0,Budget Buyer
U11935,P923,58,Male,Suburban,Professional,Clothing,Cloudy,Morning,Gold,88.22,5,0,Premium Buyer
U11936,P825,20,Male,Urban,Professional,Home Decor,Sunny,Afternoon,New,145.71,0,1,Budget Buyer
U11937,P633,45,Female,Urban,Retired,Clothing,Cloudy,Night,Gold,92.45,5,3,Premium Buyer
U11938,P483,27,Female,Urban,Professional,Groceries,Sunny,Afternoon,Gold,43.21,0,1,Budget Buyer
U11939,P517,52,Female,Suburban,Retired,Toys,Rainy,Morning,Platinum,68.22,4,0,Impulsive Buyer
U11940,P655,46,Female,Suburban,Student,Clothing,Cloudy,Evening,New,105.94,5,2,Premium Buyer
U11941,P169,32,Male,Rural,Unemployed,Home Decor,Sunny,Afternoon,Gold,115.93,2,1,Bargain Hunter
U11942,P179,50,Female,Rural,Professional,Groceries,Rainy,Afternoon,Bronze,45.3,2,1,Bargain Hunter
U11943,P539,24,Female,Urban,Retired,Clothing,Cloudy,Morning,Bronze,94.47,5,0,Premium Buyer
U11944,P397,29,Male,Rural,Retired,Toys,Cloudy,Afternoon,Bronze,82.58,2,1,Bargain Hunter
U11945,P836,47,Male,Urban,Unemployed,Electronics,Sunny,Morning,Bronze,260.06,1,0,Premium Buyer
U11946,P545,38,Male,Rural,Unemployed,Home Decor,Rainy,Evening,Bronze,133.54,2,2,Bargain Hunter
U11947,P533,48,Female,Urban,Unemployed,Clothing,Sunny,Evening,Gold,87.12,5,2,Premium Buyer
U11948,P640,41,Male,Rural,Professional,Clothing,Cloudy,Night,Silver,92.75,2,3,Bargain Hunter
U11949,P768,37,Female,Urban,Retired,Electronics,Rainy,Morning,New,279.84,1,0,Premium Buyer
U11950,P956,54,Male,Urban,Professional,Groceries,Snowy,Evening,Silver,49.03,4,2,Impulsive Buyer
U11951,P435,21,Male,Urban,Professional,Electronics,Snowy,Morning,Bronze,266.58,1,0,Premium Buyer
U11952,P592,45,Male,Urban,Student,Groceries,Snowy,Afternoon,Platinum,37.46,4,1,Impulsive Buyer
U11953,P598,61,Male,Urban,Unemployed,Clothing,Cloudy,Afternoon,Bronze,97.58,5,1,Premium Buyer
U11954,P964,37,Male,Rural,Student,Electronics,Snowy,Morning,New,295.29,1,0,Premium Buyer
U11955,P640,41,Male,Suburban,Student,Clothing,Cloudy,Morning,Bronze,85.99,5,0,Premium Buyer
U11956,P902,49,Male,Urban,Professional,Electronics,Rainy,Afternoon,Bronze,308.97,1,1,Premium Buyer
U11957,P221,58,Male,Urban,Professional,Clothing,Sunny,Morning,New,91.5,5,0,Premium Buyer
U11958,P695,53,Male,Urban,Retired,Clothing,Cloudy,Afternoon,Silver,83.81,5,1,Premium Buyer
U11959,P488,51,Other,Rural,Student,Clothing,Rainy,Night,Platinum,86.35,2,3,Bargain Hunter
U11960,P147,53,Female,Urban,Unemployed,Toys,Rainy,Night,Gold,64.94,3,3,First-Time Buyer
U11961,P894,19,Female,Suburban,Student,Electronics,Rainy,Night,Silver,287.15,1,3,Premium Buyer
U11962,P849,32,Male,Urban,Retired,Toys,Sunny,Morning,Bronze,70.99,0,0,Budget Buyer
U11963,P991,51,Male,Urban,Student,Clothing,Cloudy,Afternoon,Bronze,86.42,5,1,Premium Buyer
U11964,P148,53,Male,Urban,Student,Home Decor,Rainy,Evening,Bronze,134.94,3,2,First-Time Buyer
U11965,P900,23,Female,Urban,Student,Groceries,Snowy,Evening,New,52.42,3,2,First-Time Buyer
U11966,P725,56,Female,Urban,Retired,Electronics,Snowy,Afternoon,New,309.76,1,1,Premium Buyer
U11967,P106,59,Male,Urban,Student,Electronics,Rainy,Afternoon,Silver,259.77,1,1,Premium Buyer
U11968,P671,29,Female,Urban,Professional,Groceries,Snowy,Afternoon,Gold,43.63,0,1,Budget Buyer
U11969,P556,20,Female,Suburban,Student,Toys,Snowy,Afternoon,New,82.64,3,1,First-Time Buyer
U11970,P422,62,Male,Urban,Professional,Groceries,Cloudy,Afternoon,Bronze,48.11,0,1,Budget Buyer
U11971,P504,35,Male,Urban,Student,Home Decor,Sunny,Evening,New,163.07,3,2,First-Time Buyer
U11972,P551,57,Female,Urban,Professional,Clothing,Cloudy,Night,Bronze,100.58,5,3,Premium Buyer
U11973,P731,38,Female,Rural,Student,Groceries,Rainy,Afternoon,Gold,45.19,2,1,Bargain Hunter
U11974,P731,32,Male,Suburban,Unemployed,Groceries,Rainy,Morning,New,49.26,3,0,First-Time Buyer
U11975,P335,50,Male,Suburban,Professional,Clothing,Snowy,Night,Silver,93.31,5,3,Premium Buyer
U11976,P542,52,Female,Urban,Unemployed,Electronics,Cloudy,Evening,New,281.0,1,2,Premium Buyer
U11977,P425,43,Male,Urban,Professional,Home Decor,Rainy,Afternoon,Bronze,136.68,0,1,Budget Buyer
U11978,P206,25,Female,Urban,Student,Groceries,Rainy,Morning,Silver,45.02,4,0,Impulsive Buyer
U11979,P728,53,Female,Urban,Retired,Groceries,Snowy,Evening,Bronze,50.5,0,2,Budget Buyer
U11980,P725,47,Male,Suburban,Student,Electronics,Snowy,Night,Silver,261.19,1,3,Premium Buyer
U11981,P450,40,Male,Rural,Retired,Home Decor,Rainy,Night,Platinum,118.56,2,3,Bargain Hunter
U11982,P295,59,Female,Rural,Unemployed,Clothing,Cloudy,Morning,Bronze,103.69,2,0,Bargain Hunter
U11983,P630,61,Male,Urban,Retired,Clothing,Sunny,Afternoon,Silver,86.11,5,1,Premium Buyer
U11984,P640,31,Male,Urban,Retired,Toys,Cloudy,Morning,Bronze,77.79,0,0,Budget Buyer
U11985,P565,31,Female,Urban,Retired,Home Decor,Snowy,Morning,Platinum,110.41,4,0,Impulsive Buyer
U11986,P100,19,Male,Urban,Retired,Home Decor,Rainy,Evening,Platinum,117.88,4,2,Impulsive Buyer
U11987,P332,54,Male,Rural,Unemployed,Groceries,Snowy,Morning,New,48.3,2,0,Bargain Hunter
U11988,P382,22,Male,Urban,Retired,Toys,Rainy,Morning,Platinum,57.77,4,0,Impulsive Buyer
U11989,P638,55,Female,Rural,Student,Clothing,Rainy,Night,Gold,86.45,2,3,Bargain Hunter
U11990,P422,62,Male,Suburban,Professional,Home Decor,Sunny,Evening,Platinum,115.95,4,2,Impulsive Buyer
U11991,P978,58,Other,Urban,Professional,Home Decor,Snowy,Afternoon,Gold,121.17,0,1,Budget Buyer
U11992,P596,64,Female,Urban,Student,Electronics,Sunny,Night,New,323.56,1,3,Premium Buyer
U11993,P185,31,Male,Suburban,Unemployed,Clothing,Cloudy,Morning,Gold,80.4,5,0,Premium Buyer
U11994,P843,56,Male,Urban,Student,Electronics,Snowy,Afternoon,Gold,250.18,1,1,Premium Buyer
U11995,P855,42,Male,Urban,Student,Toys,Sunny,Evening,New,87.19,3,2,First-Time Buyer
U11996,P358,37,Female,Urban,Retired,Home Decor,Snowy,Night,Gold,116.8,0,3,Budget Buyer
U11997,P884,19,Female,Urban,Retired,Toys,Sunny,Afternoon,Silver,78.31,4,1,Impulsive Buyer
U11998,P812,56,Female,Suburban,Unemployed,Electronics,Sunny,Morning,Platinum,234.73,1,0,Premium Buyer
U11999,P766,23,Male,Urban,Unemployed,Clothing,Snowy,Morning,Silver,95.24,5,0,Premium Buyer
U12000,P379,34,Female,Suburban,Professional,Home Decor,Cloudy,Afternoon,Bronze,138.39,0,1,Budget Buyer
U12001,P626,42,Male,Suburban,Unemployed,Clothing,Sunny,Night,Platinum,78.65,5,3,Premium Buyer
U12002,P153,45,Female,Urban,Student,Toys,Sunny,Afternoon,Silver,71.1,4,1,Impulsive Buyer
U12003,P297,19,Female,Suburban,Professional,Groceries,Snowy,Morning,Bronze,51.74,0,0,Budget Buyer
U12004,P956,52,Male,Urban,Professional,Clothing,Cloudy,Evening,New,101.01,5,2,Premium Buyer
U12005,P195,54,Male,Suburban,Retired,Clothing,Snowy,Night,Gold,80.19,5,3,Premium Buyer
U12006,P391,22,Female,Urban,Retired,Clothing,Rainy,Morning,New,102.23,5,0,Premium Buyer
U12007,P467,18,Female,Urban,Professional,Home Decor,Snowy,Morning,Platinum,129.35,4,0,Impulsive Buyer
U12008,P500,57,Male,Urban,Retired,Toys,Rainy,Afternoon,Platinum,60.34,4,1,Impulsive Buyer
U12009,P223,29,Male,Suburban,Retired,Toys,Sunny,Morning,Bronze,73.53,0,0,Budget Buyer
U12010,P556,53,Female,Urban,Retired,Home Decor,Cloudy,Night,New,152.14,0,3,Budget Buyer
U12011,P422,62,Male,Urban,Professional,Clothing,Cloudy,Afternoon,Silver,98.77,5,1,Premium Buyer
U12012,P933,40,Male,Urban,Professional,Clothing,Snowy,Evening,Bronze,94.34,5,2,Premium Buyer
U12013,P596,64,Male,Urban,Professional,Groceries,Rainy,Morning,Silver,45.76,4,0,Impulsive Buyer
U12014,P179,48,Male,Suburban,Student,Clothing,Snowy,Night,Bronze,88.07,5,3,Premium Buyer
U12015,P990,28,Female,Suburban,Professional,Electronics,Cloudy,Night,Gold,268.17,1,3,Premium Buyer
U12016,P123,27,Other,Rural,Retired,Clothing,Rainy,Evening,Platinum,75.52,2,2,Bargain Hunter
U12017,P557,20,Female,Urban,Professional,Groceries,Cloudy,Night,Silver,43.45,4,3,Impulsive Buyer
U12018,P825,31,Male,Urban,Student,Electronics,Rainy,Night,Silver,281.32,1,3,Premium Buyer
U12019,P300,33,Female,Suburban,Retired,Groceries,Snowy,Evening,Bronze,49.52,0,2,Budget Buyer
U12020,P202,27,Female,Suburban,Unemployed,Groceries,Sunny,Morning,Gold,40.96,3,0,First-Time Buyer
U12021,P362,46,Male,Urban,Professional,Toys,Sunny,Night,New,85.61,0,3,Budget Buyer
U12022,P644,27,Female,Suburban,Professional,Home Decor,Rainy,Afternoon,Silver,142.96,4,1,Impulsive Buyer
U12023,P438,29,Male,Suburban,Unemployed,Groceries,Rainy,Night,New,51.16,3,3,First-Time Buyer
U12024,P884,47,Other,Urban,Retired,Clothing,Sunny,Afternoon,New,93.57,5,1,Premium Buyer
U12025,P235,58,Male,Suburban,Professional,Toys,Snowy,Night,Silver,77.83,4,3,Impulsive Buyer
U12026,P849,18,Female,Urban,Student,Electronics,Snowy,Morning,Bronze,286.56,1,0,Premium Buyer
U12027,P688,22,Male,Rural,Retired,Home Decor,Cloudy,Night,Silver,131.66,2,3,Bargain Hunter
U12028,P129,37,Male,Suburban,Professional,Toys,Cloudy,Afternoon,Bronze,82.49,0,1,Budget Buyer
U12029,P662,25,Male,Urban,Retired,Groceries,Sunny,Night,Silver,49.24,4,3,Impulsive Buyer
U12030,P913,60,Female,Urban,Professional,Toys,Sunny,Afternoon,Bronze,79.3,0,1,Budget Buyer
U12031,P745,29,Female,Rural,Unemployed,Clothing,Sunny,Evening,Gold,89.95,2,2,Bargain Hunter
U12032,P653,18,Female,Suburban,Professional,Clothing,Rainy,Night,Silver,85.44,5,3,Premium Buyer
U12033,P777,37,Female,Urban,Retired,Clothing,Cloudy,Night,New,95.18,5,3,Premium Buyer
U12034,P153,45,Female,Suburban,Professional,Home Decor,Sunny,Afternoon,New,152.08,0,1,Budget Buyer
U12035,P344,60,Male,Suburban,Professional,Toys,Sunny,Afternoon,New,87.73,0,1,Budget Buyer
U12036,P514,54,Male,Urban,Retired,Toys,Cloudy,Morning,Bronze,79.7,0,0,Budget Buyer
U12037,P987,64,Female,Urban,Professional,Groceries,Sunny,Evening,Bronze,49.84,0,2,Budget Buyer
U12038,P127,54,Female,Suburban,Professional,Electronics,Sunny,Afternoon,Bronze,271.18,1,1,Premium Buyer
U12039,P423,29,Female,Urban,Retired,Clothing,Snowy,Morning,Silver,88.56,5,0,Premium Buyer
U12040,P320,54,Male,Urban,Unemployed,Electronics,Cloudy,Afternoon,Gold,246.97,1,1,Premium Buyer
U12041,P753,61,Male,Suburban,Student,Electronics,Snowy,Evening,New,288.14,1,2,Premium Buyer
U12042,P764,45,Female,Urban,Student,Clothing,Cloudy,Evening,New,104.62,5,2,Premium Buyer
U12043,P515,64,Female,Urban,Student,Clothing,Sunny,Evening,Bronze,87.4,5,2,Premium Buyer
U12044,P998,32,Male,Urban,Student,Groceries,Rainy,Evening,Bronze,44.32,3,2,First-Time Buyer
U12045,P155,23,Female,Suburban,Student,Home Decor,Rainy,Night,Bronze,140.0,3,3,First-Time Buyer
U12046,P887,61,Female,Suburban,Student,Clothing,Snowy,Evening,Silver,86.45,5,2,Premium Buyer
U12047,P615,37,Male,Suburban,Retired,Electronics,Rainy,Evening,New,324.2,1,2,Premium Buyer
U12048,P995,31,Female,Urban,Retired,Groceries,Rainy,Morning,Silver,42.3,4,0,Impulsive Buyer
U12049,P787,19,Female,Suburban,Retired,Toys,Snowy,Evening,Gold,64.58,0,2,Budget Buyer
U12050,P498,26,Female,Rural,Professional,Groceries,Sunny,Afternoon,Platinum,37.42,2,1,Bargain Hunter
U12051,P298,54,Female,Urban,Unemployed,Clothing,Cloudy,Afternoon,Silver,96.45,5,1,Premium Buyer
U12052,P573,37,Female,Urban,Unemployed,Clothing,Sunny,Afternoon,New,94.04,5,1,Premium Buyer
U12053,P822,43,Male,Suburban,Student,Home Decor,Snowy,Night,Gold,123.73,3,3,First-Time Buyer
U12054,P161,46,Male,Urban,Student,Groceries,Sunny,Afternoon,Gold,43.94,3,1,First-Time Buyer
U12055,P922,18,Male,Urban,Retired,Clothing,Sunny,Evening,New,91.55,5,2,Premium Buyer
U12056,P151,52,Male,Urban,Unemployed,Electronics,Snowy,Night,Silver,287.1,1,3,Premium Buyer
U12057,P872,23,Male,Urban,Professional,Electronics,Snowy,Evening,Platinum,249.9,1,2,Premium Buyer
U12058,P159,54,Male,Urban,Professional,Groceries,Snowy,Morning,Gold,40.47,0,0,Budget Buyer
U12059,P149,22,Male,Urban,Retired,Home Decor,Rainy,Evening,Bronze,139.42,0,2,Budget Buyer
U12060,P532,50,Male,Rural,Student,Groceries,Snowy,Afternoon,Bronze,48.64,2,1,Bargain Hunter
U12061,P502,31,Female,Suburban,Unemployed,Home Decor,Snowy,Morning,New,163.39,3,0,First-Time Buyer
U12062,P255,29,Male,Suburban,Professional,Electronics,Snowy,Morning,Silver,276.98,1,0,Premium Buyer
U12063,P861,59,Female,Urban,Student,Clothing,Snowy,Morning,Gold,80.8,5,0,Premium Buyer
U12064,P146,37,Female,Suburban,Unemployed,Toys,Sunny,Morning,Platinum,63.78,3,0,First-Time Buyer
U12065,P893,41,Male,Urban,Professional,Clothing,Snowy,Night,Bronze,94.04,5,3,Premium Buyer
U12066,P578,60,Female,Suburban,Student,Electronics,Cloudy,Evening,Bronze,286.86,1,2,Premium Buyer
U12067,P385,51,Female,Rural,Professional,Electronics,Snowy,Morning,New,301.14,1,0,Premium Buyer
U12068,P653,42,Male,Suburban,Student,Clothing,Cloudy,Night,Gold,82.69,5,3,Premium Buyer
U12069,P260,46,Male,Urban,Student,Clothing,Cloudy,Night,Gold,91.32,5,3,Premium Buyer
U12070,P627,56,Male,Suburban,Student,Electronics,Rainy,Night,Bronze,275.32,1,3,Premium Buyer
U12071,P850,48,Male,Urban,Unemployed,Clothing,Rainy,Evening,Gold,85.51,5,2,Premium Buyer
U12072,P415,64,Male,Urban,Retired,Toys,Sunny,Morning,Silver,68.56,4,0,Impulsive Buyer
U12073,P963,60,Female,Urban,Student,Toys,Snowy,Evening,Gold,67.11,3,2,First-Time Buyer
U12074,P688,40,Female,Rural,Student,Groceries,Snowy,Night,Bronze,49.22,2,3,Bargain Hunter
U12075,P480,61,Female,Urban,Professional,Toys,Cloudy,Night,Silver,75.71,4,3,Impulsive Buyer
U12076,P410,55,Male,Rural,Professional,Electronics,Snowy,Evening,Silver,286.54,1,2,Premium Buyer
U12077,P848,37,Male,Urban,Unemployed,Electronics,Cloudy,Night,New,314.21,1,3,Premium Buyer
U12078,P446,40,Male,Urban,Retired,Groceries,Rainy,Night,Bronze,47.18,0,3,Budget Buyer
U12079,P667,62,Male,Suburban,Professional,Home Decor,Sunny,Afternoon,Gold,115.71,0,1,Budget Buyer
U12080,P649,33,Male,Urban,Unemployed,Groceries,Rainy,Night,New,50.24,3,3,First-Time Buyer
U12081,P714,59,Female,Suburban,Unemployed,Home Decor,Snowy,Evening,Bronze,129.82,3,2,First-Time Buyer
U12082,P639,25,Male,Suburban,Unemployed,Home Decor,Cloudy,Morning,Bronze,155.79,3,0,First-Time Buyer
U12083,P497,38,Female,Suburban,Student,Clothing,Rainy,Morning,New,97.56,5,0,Premium Buyer
U12084,P183,18,Male,Suburban,Retired,Toys,Snowy,Evening,New,80.06,0,2,Budget Buyer
U12085,P983,25,Other,Urban,Retired,Home Decor,Cloudy,Evening,Bronze,131.94,0,2,Budget Buyer
U12086,P226,46,Female,Urban,Retired,Clothing,Snowy,Night,Gold,93.43,5,3,Premium Buyer
U12087,P813,49,Female,Urban,Student,Groceries,Snowy,Evening,Platinum,39.94,4,2,Impulsive Buyer
U12088,P409,55,Male,Urban,Student,Groceries,Sunny,Evening,Silver,43.18,4,2,Impulsive Buyer
U12089,P119,22,Female,Rural,Professional,Home Decor,Rainy,Night,Silver,126.71,2,3,Bargain Hunter
U12090,P335,64,Female,Suburban,Professional,Clothing,Snowy,Afternoon,Gold,87.55,5,1,Premium Buyer
U12091,P557,39,Female,Suburban,Professional,Electronics,Snowy,Afternoon,Silver,266.56,1,1,Premium Buyer
U12092,P936,64,Female,Suburban,Unemployed,Toys,Sunny,Night,Gold,65.52,3,3,First-Time Buyer
U12093,P810,51,Female,Urban,Retired,Home Decor,Sunny,Afternoon,Gold,115.0,0,1,Budget Buyer
U12094,P687,18,Male,Suburban,Student,Electronics,Cloudy,Afternoon,Silver,244.97,1,1,Premium Buyer
U12095,P805,43,Female,Suburban,Professional,Toys,Snowy,Night,Silver,74.79,4,3,Impulsive Buyer
U12096,P717,60,Female,Urban,Unemployed,Electronics,Snowy,Afternoon,Bronze,283.89,1,1,Premium Buyer
U12097,P256,27,Male,Rural,Student,Clothing,Snowy,Evening,Silver,96.28,2,2,Bargain Hunter
U12098,P969,47,Male,Suburban,Unemployed,Home Decor,Snowy,Afternoon,Bronze,149.73,3,1,First-Time Buyer
U12099,P104,35,Male,Urban,Unemployed,Electronics,Sunny,Afternoon,Bronze,289.19,1,1,Premium Buyer
U12100,P136,34,Female,Suburban,Unemployed,Electronics,Rainy,Evening,Gold,258.11,1,2,Premium Buyer
U12101,P288,43,Male,Urban,Retired,Electronics,Sunny,Evening,Platinum,251.78,1,2,Premium Buyer
U12102,P222,25,Male,Urban,Student,Home Decor,Cloudy,Morning,Bronze,149.37,3,0,First-Time Buyer
U12103,P256,64,Male,Suburban,Student,Clothing,Sunny,Night,Bronze,91.86,5,3,Premium Buyer
U12104,P345,57,Female,Rural,Unemployed,Clothing,Rainy,Morning,New,92.11,2,0,Bargain Hunter
U12105,P862,29,Male,Suburban,Retired,Electronics,Snowy,Morning,Gold,268.86,1,0,Premium Buyer
U12106,P492,44,Female,Rural,Unemployed,Clothing,Cloudy,Afternoon,Gold,80.29,2,1,Bargain Hunter
U12107,P609,25,Male,Rural,Professional,Toys,Cloudy,Evening,Silver,76.19,2,2,Bargain Hunter
U12108,P160,42,Female,Rural,Student,Clothing,Snowy,Morning,Silver,92.13,2,0,Bargain Hunter
U12109,P586,63,Other,Urban,Student,Electronics,Rainy,Night,Gold,247.76,1,3,Premium Buyer
U12110,P863,21,Male,Urban,Retired,Toys,Sunny,Morning,Bronze,81.35,0,0,Budget Buyer
U12111,P753,50,Male,Urban,Student,Home Decor,Snowy,Afternoon,Bronze,147.95,3,1,First-Time Buyer
U12112,P711,18,Female,Suburban,Student,Groceries,Rainy,Morning,New,50.45,2,0,Bargain Hunter
U12113,P438,36,Male,Rural,Student,Clothing,Rainy,Evening,Bronze,91.22,2,2,Bargain Hunter
U12114,P281,48,Male,Urban,Retired,Toys,Rainy,Evening,Silver,79.0,4,2,Impulsive Buyer
U12115,P816,33,Female,Suburban,Unemployed,Groceries,Snowy,Night,Bronze,50.72,3,3,First-Time Buyer
U12116,P919,31,Other,Suburban,Student,Home Decor,Rainy,Morning,Gold,118.23,3,0,First-Time Buyer
