User_ID,Product_ID,Age,Gender,City,Occupation,Product_Category,Weather,Time_of_Day,Loyalty_Tier,Purchase_Amount
U10973,P121,23,Male,Suburban,Professional,Electronics,Rainy,Morning,Silver,252.42
U10974,P667,43,Other,Suburban,Professional,Toys,Snowy,Morning,New,73.21
U10975,P372,21,Male,Urban,Unemployed,Home Decor,Cloudy,Evening,Platinum,129.34
U10976,P961,36,Female,Urban,Retired,Home Decor,Sunny,Evening,New,155.1
U10977,P799,37,Female,Suburban,Professional,Home Decor,Cloudy,Night,Platinum,113.29
U10978,P380,50,Male,Rural,Unemployed,Clothing,Sunny,Night,Silver,94.04
U10979,P810,37,Male,Rural,Retired,Electronics,Cloudy,Evening,Platinum,250.54
U10980,P434,29,Female,Rural,Retired,Home Decor,Snowy,Night,Bronze,150.26
U10981,P880,64,Female,Rural,Student,Electronics,Sunny,Morning,Bronze,307.35
U10982,P748,18,Male,Urban,Professional,Clothing,Rainy,Night,New,93.04
U10983,P799,43,Male,Urban,Retired,Electronics,Snowy,Morning,Bronze,311.03
U10984,P950,31,Female,Urban,Professional,Groceries,Cloudy,Evening,Platinum,43.99
U10985,P220,55,Female,Urban,Unemployed,Clothing,Sunny,Night,Silver,81.26
U10986,P796,54,Female,Suburban,Professional,Clothing,Snowy,Morning,Bronze,87.23
U10987,P157,28,Male,Rural,Retired,Toys,Cloudy,Afternoon,Bronze,75.0
U10988,P283,53,Female,Urban,Unemployed,Home Decor,Sunny,Afternoon,Silver,122.43
U10989,P303,30,Female,Suburban,Unemployed,Clothing,Sunny,Afternoon,Gold,88.99
U10990,P135,60,Female,Suburban,Student,Electronics,Snowy,Morning,Bronze,293.59
U10991,P392,20,Female,Suburban,Unemployed,Groceries,Cloudy,Night,Bronze,50.12
U10992,P535,50,Female,Urban,Retired,Electronics,Cloudy,Afternoon,Silver,296.91
U10993,P172,23,Female,Suburban,Student,Electronics,Sunny,Evening,Bronze,309.7
U10994,P395,27,Female,Urban,Retired,Groceries,Cloudy,Evening,Platinum,38.4
U10995,P744,22,Male,Rural,Retired,Toys,Rainy,Evening,Bronze,74.43
U10996,P717,40,Male,Rural,Student,Home Decor,Rainy,Afternoon,Bronze,150.37
U10997,P501,27,Male,Urban,Student,Clothing,Sunny,Afternoon,Gold,83.1
U10998,P331,61,Male,Urban,Professional,Home Decor,Cloudy,Night,Bronze,148.16
U10999,P913,19,Male,Suburban,Retired,Toys,Sunny,Morning,New,86.7
U11000,P636,30,Female,Urban,Professional,Groceries,Rainy,Evening,Gold,41.7
U11001,P197,57,Male,Urban,Unemployed,Home Decor,Sunny,Night,Silver,136.63
U11002,P177,19,Female,Rural,Unemployed,Electronics,Sunny,Morning,Bronze,304.46
U11003,P612,37,Female,Urban,Professional,Clothing,Snowy,Afternoon,Bronze,94.58
U11004,P267,18,Male,Urban,Student,Clothing,Snowy,Morning,Bronze,90.99
U11005,P255,54,Female,Suburban,Unemployed,Toys,Rainy,Evening,Silver,68.52
U11006,P860,26,Female,Urban,Student,Toys,Cloudy,Morning,Silver,65.84
U11007,P935,34,Male,Urban,Professional,Groceries,Rainy,Morning,Bronze,45.89
U11008,P469,26,Male,Suburban,Student,Toys,Cloudy,Afternoon,Gold,70.53
U11009,P624,28,Male,Urban,Retired,Home Decor,Cloudy,Afternoon,New,136.77
U11010,P824,32,Female,Suburban,Unemployed,Clothing,Snowy,Night,Silver,85.94
U11011,P941,41,Male,Rural,Student,Groceries,Snowy,Afternoon,Bronze,43.81
U11012,P231,55,Female,Rural,Student,Toys,Rainy,Afternoon,Bronze,74.55
U11013,P574,52,Female,Urban,Retired,Electronics,Rainy,Evening,Platinum,220.48
U11014,P943,47,Male,Urban,Student,Clothing,Rainy,Evening,Gold,89.18
U11015,P874,48,Female,Suburban,Professional,Groceries,Snowy,Morning,Bronze,51.57
U11016,P249,22,Male,Suburban,Professional,Clothing,Snowy,Evening,Silver,84.46
U11017,P440,61,Female,Rural,Professional,Home Decor,Sunny,Night,Gold,121.14
U11018,P962,31,Male,Suburban,Unemployed,Toys,Rainy,Night,Platinum,59.65
U11019,P456,28,Female,Urban,Student,Toys,Sunny,Morning,Silver,67.5
U11020,P172,26,Male,Urban,Unemployed,Toys,Cloudy,Night,Silver,69.29
U11021,P185,51,Female,Rural,Unemployed,Electronics,Rainy,Night,Silver,258.18
U11022,P958,29,Female,Rural,Student,Home Decor,Snowy,Afternoon,New,146.56
U11023,P547,52,Male,Urban,Student,Electronics,Rainy,Morning,Silver,271.35
U11024,P316,52,Female,Suburban,Professional,Home Decor,Rainy,Night,Gold,133.3
U11025,P688,18,Male,Urban,Unemployed,Home Decor,Snowy,Morning,Bronze,153.46
U11026,P743,57,Female,Urban,Unemployed,Home Decor,Snowy,Night,Silver,133.9
U11027,P640,39,Female,Urban,Student,Toys,Cloudy,Evening,Platinum,69.23
U11028,P218,46,Male,Rural,Unemployed,Toys,Rainy,Morning,New,82.88
U11029,P881,25,Male,Suburban,Retired,Toys,Rainy,Evening,Bronze,79.48
U11030,P478,28,Male,Rural,Student,Electronics,Rainy,Morning,New,301.33
U11031,P416,58,Female,Rural,Professional,Groceries,Rainy,Evening,Silver,45.21
U11032,P476,54,Male,Urban,Retired,Home Decor,Cloudy,Afternoon,Gold,128.32
U11033,P273,31,Male,Suburban,Retired,Electronics,Rainy,Evening,Bronze,284.54
U11034,P917,47,Male,Rural,Professional,Toys,Cloudy,Night,New,79.34
U11035,P124,52,Male,Suburban,Retired,Toys,Cloudy,Afternoon,Bronze,80.17
U11036,P645,38,Other,Suburban,Retired,Groceries,Snowy,Evening,Gold,41.55
U11037,P880,54,Male,Urban,Retired,Toys,Rainy,Afternoon,Silver,67.78
U11038,P218,22,Female,Suburban,Unemployed,Home Decor,Snowy,Afternoon,Platinum,111.25
U11039,P193,36,Female,Urban,Retired,Clothing,Cloudy,Night,Gold,91.45
U11040,P731,31,Female,Urban,Retired,Toys,Sunny,Evening,Bronze,81.52
U11041,P612,43,Male,Urban,Student,Groceries,Sunny,Afternoon,Silver,42.69
U11042,P318,21,Female,Urban,Professional,Clothing,Rainy,Night,Silver,83.13
U11043,P130,42,Female,Urban,Unemployed,Home Decor,Sunny,Morning,Gold,139.24
U11044,P418,62,Male,Urban,Unemployed,Home Decor,Snowy,Morning,Bronze,141.99
U11045,P143,59,Male,Urban,Professional,Home Decor,Sunny,Afternoon,Bronze,130.91
U11046,P675,42,Male,Urban,Unemployed,Groceries,Sunny,Afternoon,Silver,42.44
U11047,P972,35,Male,Urban,Unemployed,Clothing,Cloudy,Afternoon,Gold,88.46
U11048,P773,57,Male,Suburban,Unemployed,Home Decor,Snowy,Night,Bronze,130.57
U11049,P905,25,Female,Suburban,Student,Toys,Rainy,Night,Bronze,74.98
U11050,P770,56,Male,Suburban,Student,Clothing,Snowy,Evening,Gold,83.77
U11051,P185,57,Female,Rural,Unemployed,Home Decor,Snowy,Morning,Silver,140.01
U11052,P352,31,Female,Urban,Professional,Clothing,Rainy,Afternoon,Bronze,89.29
U11053,P601,49,Female,Urban,Professional,Toys,Snowy,Afternoon,Silver,78.97
U11054,P257,55,Female,Urban,Student,Electronics,Cloudy,Night,Platinum,223.45
U11055,P495,50,Male,Rural,Student,Home Decor,Rainy,Night,Gold,130.01
U11056,P909,40,Female,Suburban,Retired,Toys,Cloudy,Evening,Bronze,73.39
U11057,P431,32,Female,Urban,Student,Groceries,Snowy,Morning,Bronze,44.01
U11058,P434,50,Female,Urban,Unemployed,Home Decor,Sunny,Afternoon,Bronze,143.61
U11059,P585,42,Female,Suburban,Student,Electronics,Rainy,Night,Gold,238.15
U11060,P552,34,Male,Urban,Retired,Toys,Rainy,Morning,Silver,74.59
U11061,P411,50,Male,Suburban,Retired,Toys,Sunny,Evening,Platinum,58.02
U11062,P585,64,Female,Rural,Professional,Clothing,Sunny,Morning,New,100.21
U11063,P730,19,Female,Suburban,Professional,Home Decor,Rainy,Afternoon,New,141.57
U11064,P835,31,Female,Rural,Unemployed,Electronics,Sunny,Night,Silver,294.3
U11065,P825,57,Other,Urban,Student,Groceries,Cloudy,Afternoon,Bronze,49.5
U11066,P598,57,Male,Suburban,Retired,Clothing,Snowy,Morning,Silver,94.6
U11067,P662,56,Male,Rural,Retired,Home Decor,Cloudy,Night,Gold,132.74
U11068,P449,23,Male,Suburban,Professional,Electronics,Snowy,Evening,Bronze,294.46
U11069,P429,23,Male,Suburban,Professional,Clothing,Snowy,Evening,Platinum,74.21
U11070,P452,20,Female,Suburban,Student,Electronics,Sunny,Night,Gold,280.37
U11071,P263,24,Female,Rural,Retired,Electronics,Sunny,Evening,Bronze,293.97
U11072,P478,25,Male,Urban,Professional,Clothing,Cloudy,Evening,Bronze,102.55
U11073,P864,59,Male,Urban,Student,Clothing,Sunny,Night,Gold,85.06
U11074,P126,32,Male,Urban,Student,Home Decor,Cloudy,Afternoon,Bronze,136.4
U11075,P514,64,Male,Rural,Student,Clothing,Rainy,Morning,Bronze,93.81
U11076,P953,46,Female,Rural,Professional,Home Decor,Cloudy,Afternoon,Silver,132.28
U11077,P609,50,Male,Urban,Professional,Electronics,Snowy,Morning,New,270.96
U11078,P375,47,Female,Urban,Professional,Clothing,Rainy,Morning,Platinum,82.8
U11079,P638,56,Female,Rural,Unemployed,Home Decor,Cloudy,Night,Bronze,149.27
U11080,P741,44,Female,Urban,Unemployed,Home Decor,Cloudy,Evening,Bronze,129.42
U11081,P144,53,Male,Urban,Unemployed,Groceries,Rainy,Evening,Bronze,45.09
U11082,P965,46,Female,Urban,Professional,Home Decor,Rainy,Morning,Silver,139.44
U11083,P417,55,Female,Urban,Professional,Home Decor,Snowy,Morning,New,144.66
U11084,P927,50,Female,Suburban,Unemployed,Groceries,Snowy,Night,Platinum,43.47
U11085,P526,54,Male,Urban,Retired,Toys,Snowy,Morning,Bronze,70.11
U11086,P937,44,Male,Suburban,Retired,Clothing,Sunny,Afternoon,Platinum,86.85
U11087,P778,50,Female,Rural,Retired,Groceries,Snowy,Morning,Bronze,51.43
U11088,P783,21,Male,Urban,Retired,Home Decor,Sunny,Afternoon,Silver,147.31
U11089,P520,39,Male,Urban,Unemployed,Home Decor,Cloudy,Night,Silver,123.59
U11090,P619,19,Other,Rural,Student,Clothing,Cloudy,Morning,Silver,85.9
U11091,P824,27,Male,Suburban,Student,Electronics,Cloudy,Evening,Silver,256.57
U11092,P834,22,Male,Urban,Retired,Groceries,Sunny,Night,Gold,45.77
U11093,P829,27,Male,Urban,Professional,Toys,Cloudy,Morning,Silver,76.42
U11094,P434,50,Female,Urban,Retired,Clothing,Cloudy,Morning,Bronze,88.52
U11095,P624,55,Male,Suburban,Retired,Clothing,Sunny,Afternoon,Gold,78.91
U11096,P461,30,Female,Urban,Student,Groceries,Snowy,Morning,Platinum,39.79
U11097,P917,48,Male,Urban,Professional,Home Decor,Snowy,Afternoon,Silver,126.18
U11098,P430,64,Male,Urban,Student,Home Decor,Snowy,Afternoon,Bronze,141.81
U11099,P690,53,Female,Rural,Professional,Toys,Snowy,Evening,Gold,72.69
U11100,P637,62,Male,Urban,Unemployed,Groceries,Rainy,Evening,Gold,42.5
U11101,P670,41,Other,Suburban,Student,Clothing,Cloudy,Evening,Bronze,99.26
U11102,P345,32,Male,Urban,Unemployed,Groceries,Snowy,Night,Bronze,45.13
U11103,P193,46,Male,Urban,Unemployed,Electronics,Snowy,Evening,New,285.95
U11104,P270,25,Male,Suburban,Retired,Clothing,Snowy,Afternoon,New,101.88
U11105,P886,22,Male,Suburban,Professional,Toys,Snowy,Morning,Gold,72.79
U11106,P820,46,Other,Suburban,Student,Toys,Snowy,Afternoon,Bronze,76.47
U11107,P659,64,Female,Suburban,Retired,Clothing,Rainy,Evening,Bronze,89.27
U11108,P882,21,Male,Urban,Student,Home Decor,Rainy,Morning,Bronze,134.46
U11109,P873,29,Female,Suburban,Unemployed,Clothing,Sunny,Afternoon,New,102.34
U11110,P669,62,Female,Urban,Student,Clothing,Sunny,Morning,Platinum,73.65
U11111,P933,19,Male,Urban,Student,Electronics,Snowy,Afternoon,Bronze,260.23
U11112,P271,44,Male,Suburban,Retired,Clothing,Sunny,Morning,New,92.06
U11113,P810,48,Female,Rural,Professional,Groceries,Rainy,Morning,Gold,41.58
U11114,P366,53,Other,Suburban,Student,Groceries,Snowy,Evening,Gold,41.26
U11115,P982,53,Other,Rural,Unemployed,Toys,Sunny,Night,Silver,64.83
U11116,P322,43,Female,Rural,Unemployed,Home Decor,Sunny,Evening,Bronze,132.86
U11117,P310,60,Female,Urban,Retired,Toys,Rainy,Morning,Bronze,73.68
U11118,P324,44,Male,Rural,Unemployed,Electronics,Cloudy,Morning,Gold,251.43
U11119,P338,22,Male,Suburban,Student,Clothing,Snowy,Evening,Silver,88.24
U11120,P837,37,Male,Rural,Professional,Toys,Sunny,Afternoon,Bronze,73.26
U11121,P940,28,Female,Suburban,Student,Clothing,Rainy,Morning,New,106.24
U11122,P880,27,Female,Suburban,Retired,Toys,Snowy,Afternoon,Platinum,62.93
U11123,P544,57,Female,Suburban,Unemployed,Clothing,Rainy,Evening,Platinum,82.31
U11124,P715,55,Female,Urban,Student,Toys,Snowy,Night,Gold,72.52
U11125,P950,23,Female,Rural,Student,Groceries,Cloudy,Night,Silver,48.18
U11126,P847,25,Other,Urban,Unemployed,Electronics,Cloudy,Morning,Silver,289.28
U11127,P998,40,Male,Urban,Professional,Toys,Snowy,Afternoon,Platinum,63.93
U11128,P957,64,Female,Urban,Professional,Groceries,Snowy,Evening,Silver,46.45
U11129,P133,43,Female,Urban,Professional,Home Decor,Rainy,Morning,New,144.44
U11130,P266,63,Male,Urban,Unemployed,Toys,Snowy,Night,New,85.79
U11131,P693,60,Other,Urban,Student,Clothing,Sunny,Night,Platinum,75.41
U11132,P584,29,Female,Urban,Retired,Electronics,Snowy,Afternoon,Platinum,253.81
U11133,P928,43,Male,Urban,Student,Groceries,Snowy,Morning,Silver,44.73
U11134,P349,30,Male,Urban,Unemployed,Groceries,Cloudy,Afternoon,Bronze,45.59
U11135,P854,57,Female,Urban,Unemployed,Electronics,Cloudy,Afternoon,Silver,263.5
U11136,P615,35,Female,Rural,Student,Toys,Rainy,Morning,Gold,69.2
U11137,P177,42,Female,Urban,Unemployed,Clothing,Snowy,Evening,New,108.6
U11138,P460,50,Male,Urban,Student,Home Decor,Sunny,Night,Gold,117.24
U11139,P970,64,Male,Urban,Student,Toys,Sunny,Morning,Silver,78.04
U11140,P913,57,Male,Urban,Professional,Electronics,Snowy,Night,Silver,287.05
U11141,P568,60,Male,Suburban,Unemployed,Toys,Rainy,Evening,Bronze,77.33
U11142,P710,29,Male,Urban,Unemployed,Toys,Sunny,Night,Silver,66.68
U11143,P851,61,Female,Urban,Professional,Electronics,Rainy,Night,Bronze,302.81
U11144,P923,53,Male,Urban,Professional,Electronics,Snowy,Afternoon,Silver,280.29
U11145,P782,21,Male,Suburban,Professional,Home Decor,Rainy,Afternoon,New,149.92
U11146,P320,22,Male,Suburban,Retired,Electronics,Snowy,Afternoon,Gold,274.68
U11147,P805,54,Male,Urban,Unemployed,Electronics,Cloudy,Evening,Gold,263.39
U11148,P160,25,Female,Urban,Student,Electronics,Snowy,Afternoon,Bronze,272.95
U11149,P842,59,Female,Urban,Student,Groceries,Rainy,Night,New,45.44
U11150,P386,45,Female,Suburban,Student,Electronics,Sunny,Night,Gold,268.23
U11151,P428,48,Male,Urban,Unemployed,Electronics,Snowy,Night,Silver,256.8
U11152,P916,26,Male,Urban,Retired,Electronics,Snowy,Morning,Platinum,229.46
U11153,P535,46,Female,Urban,Unemployed,Home Decor,Snowy,Night,Bronze,141.07
U11154,P963,31,Male,Urban,Unemployed,Toys,Cloudy,Afternoon,Gold,71.4
U11155,P269,57,Female,Urban,Unemployed,Electronics,Cloudy,Evening,New,325.46
U11156,P982,58,Male,Urban,Unemployed,Electronics,Cloudy,Evening,Gold,240.53
U11157,P919,39,Female,Urban,Unemployed,Home Decor,Sunny,Night,Silver,145.31
U11158,P357,28,Male,Urban,Retired,Toys,Sunny,Night,Silver,73.5
U11159,P757,40,Female,Suburban,Professional,Home Decor,Snowy,Morning,Platinum,128.53
U11160,P284,18,Female,Urban,Student,Clothing,Sunny,Night,Platinum,85.57
U11161,P172,63,Female,Suburban,Unemployed,Clothing,Rainy,Night,Platinum,78.28
U11162,P639,54,Female,Suburban,Unemployed,Clothing,Rainy,Night,Silver,93.21
U11163,P553,38,Other,Suburban,Unemployed,Electronics,Cloudy,Morning,Silver,294.12
U11164,P391,43,Female,Rural,Student,Home Decor,Rainy,Evening,Bronze,147.41
U11165,P803,63,Male,Urban,Retired,Electronics,Rainy,Night,New,297.49
U11166,P617,53,Male,Urban,Student,Clothing,Snowy,Evening,Silver,87.7
U11167,P503,40,Female,Suburban,Retired,Toys,Cloudy,Morning,New,74.29
U11168,P403,18,Female,Suburban,Professional,Toys,Cloudy,Morning,New,87.98
U11169,P626,57,Male,Suburban,Unemployed,Home Decor,Cloudy,Night,Bronze,147.0
U11170,P399,32,Male,Urban,Retired,Toys,Rainy,Morning,New,76.42
U11171,P522,38,Other,Suburban,Student,Clothing,Sunny,Morning,Silver,82.34
U11172,P809,64,Male,Rural,Retired,Home Decor,Snowy,Evening,Silver,141.86
U11173,P182,26,Male,Urban,Retired,Home Decor,Sunny,Afternoon,Silver,144.59
U11174,P924,26,Male,Rural,Professional,Clothing,Cloudy,Evening,Silver,88.7
U11175,P379,27,Female,Urban,Unemployed,Clothing,Cloudy,Night,Silver,98.21
U11176,P741,43,Male,Urban,Unemployed,Clothing,Rainy,Morning,Silver,86.91
U11177,P461,58,Female,Urban,Student,Clothing,Snowy,Night,Bronze,99.87
U11178,P448,52,Male,Urban,Student,Home Decor,Snowy,Evening,Silver,128.6
U11179,P929,42,Female,Suburban,Professional,Toys,Snowy,Morning,Silver,69.64
U11180,P114,43,Female,Suburban,Retired,Clothing,Rainy,Night,Bronze,97.0
U11181,P421,28,Male,Suburban,Retired,Groceries,Sunny,Night,Gold,38.56
U11182,P981,55,Female,Urban,Student,Home Decor,Snowy,Evening,Gold,120.13
U11183,P572,19,Male,Urban,Unemployed,Electronics,Sunny,Night,Silver,252.52
U11184,P244,24,Male,Urban,Retired,Toys,Rainy,Morning,New,77.25
U11185,P852,35,Female,Rural,Professional,Home Decor,Rainy,Night,Bronze,150.41
U11186,P764,44,Male,Urban,Student,Clothing,Sunny,Morning,New,108.15
U11187,P330,51,Female,Rural,Retired,Groceries,Snowy,Night,Bronze,42.87
U11188,P405,44,Male,Urban,Unemployed,Electronics,Sunny,Evening,Bronze,271.16
U11189,P457,34,Male,Urban,Unemployed,Toys,Snowy,Morning,Silver,65.17
U11190,P849,60,Male,Urban,Professional,Clothing,Cloudy,Night,Bronze,101.86
U11191,P407,61,Female,Urban,Professional,Home Decor,Cloudy,Afternoon,Gold,119.82
U11192,P780,41,Male,Rural,Student,Home Decor,Snowy,Morning,Bronze,150.21
U11193,P565,42,Female,Suburban,Student,Toys,Sunny,Morning,New,72.53
U11194,P515,24,Male,Rural,Unemployed,Groceries,Snowy,Morning,Bronze,46.53
U11195,P616,23,Male,Rural,Unemployed,Clothing,Snowy,Afternoon,Silver,87.46
U11196,P651,41,Female,Suburban,Retired,Toys,Snowy,Evening,Bronze,73.41
U11197,P741,50,Female,Suburban,Retired,Toys,Cloudy,Night,New,81.12
U11198,P695,46,Male,Suburban,Retired,Home Decor,Rainy,Afternoon,Bronze,139.4
U11199,P408,60,Female,Suburban,Professional,Toys,Cloudy,Night,Bronze,74.53
U11200,P943,39,Male,Urban,Professional,Electronics,Snowy,Afternoon,Gold,239.15
U11201,P831,43,Female,Urban,Retired,Electronics,Sunny,Afternoon,Gold,250.64
U11202,P583,45,Female,Suburban,Unemployed,Clothing,Rainy,Night,Silver,94.34
U11203,P431,38,Female,Urban,Student,Toys,Snowy,Night,Gold,65.59
U11204,P741,24,Female,Urban,Professional,Home Decor,Rainy,Night,Gold,136.61
U11205,P709,34,Male,Rural,Professional,Clothing,Sunny,Evening,New,93.32
U11206,P924,37,Female,Urban,Retired,Groceries,Rainy,Morning,Silver,48.12
U11207,P947,58,Female,Suburban,Student,Home Decor,Rainy,Afternoon,New,153.47
U11208,P174,37,Male,Urban,Professional,Groceries,Snowy,Morning,Bronze,46.78
U11209,P506,39,Male,Suburban,Student,Clothing,Sunny,Night,Silver,81.63
U11210,P879,45,Female,Urban,Professional,Electronics,Sunny,Night,Silver,249.83
U11211,P132,57,Female,Rural,Student,Home Decor,Cloudy,Afternoon,New,147.43
U11212,P396,24,Male,Rural,Student,Home Decor,Rainy,Afternoon,Gold,137.14
U11213,P210,18,Female,Rural,Professional,Clothing,Snowy,Afternoon,Gold,92.77
U11214,P593,49,Female,Urban,Student,Home Decor,Rainy,Afternoon,New,162.89
U11215,P789,30,Male,Urban,Unemployed,Home Decor,Rainy,Afternoon,Silver,128.9
U11216,P486,47,Male,Rural,Professional,Clothing,Rainy,Night,Platinum,76.1
U11217,P465,40,Female,Rural,Professional,Toys,Snowy,Afternoon,New,83.83
U11218,P656,36,Male,Rural,Unemployed,Clothing,Rainy,Evening,New,108.81
U11219,P110,49,Male,Suburban,Student,Home Decor,Snowy,Morning,Gold,118.15
U11220,P998,47,Female,Urban,Unemployed,Clothing,Sunny,Morning,Bronze,92.67
U11221,P436,46,Female,Urban,Professional,Home Decor,Rainy,Evening,Platinum,128.07
U11222,P554,62,Female,Rural,Unemployed,Groceries,Cloudy,Afternoon,Silver,44.93
U11223,P473,46,Female,Suburban,Student,Groceries,Sunny,Night,Silver,48.08
U11224,P730,47,Male,Urban,Unemployed,Electronics,Cloudy,Night,Bronze,263.15
U11225,P274,33,Male,Urban,Professional,Clothing,Rainy,Evening,Bronze,100.26
U11226,P516,57,Female,Suburban,Student,Clothing,Sunny,Evening,Silver,88.01
U11227,P441,36,Male,Suburban,Professional,Groceries,Snowy,Evening,Silver,46.74
U11228,P696,35,Female,Urban,Professional,Groceries,Rainy,Morning,Bronze,45.53
U11229,P499,18,Male,Urban,Retired,Groceries,Rainy,Evening,Platinum,41.54
U11230,P933,31,Male,Urban,Professional,Electronics,Snowy,Night,Gold,265.31
U11231,P942,64,Male,Urban,Professional,Electronics,Cloudy,Afternoon,Bronze,280.4
U11232,P317,19,Female,Rural,Student,Toys,Sunny,Night,Platinum,70.01
U11233,P345,45,Male,Suburban,Student,Clothing,Sunny,Evening,Gold,76.51
U11234,P725,47,Male,Suburban,Student,Electronics,Snowy,Night,Gold,263.88
U11235,P896,55,Male,Suburban,Unemployed,Home Decor,Sunny,Morning,New,162.26
U11236,P449,21,Female,Urban,Unemployed,Clothing,Snowy,Night,New,107.15
U11237,P167,18,Male,Suburban,Student,Toys,Cloudy,Morning,Silver,72.93
U11238,P479,25,Male,Rural,Unemployed,Groceries,Cloudy,Afternoon,Bronze,51.26
U11239,P519,46,Male,Suburban,Retired,Toys,Sunny,Evening,Gold,62.67
U11240,P917,56,Female,Urban,Unemployed,Clothing,Snowy,Afternoon,New,100.87
U11241,P936,20,Male,Suburban,Retired,Groceries,Snowy,Evening,New,54.81
U11242,P331,49,Male,Rural,Student,Toys,Snowy,Afternoon,Silver,79.08
U11243,P207,27,Male,Urban,Student,Toys,Snowy,Afternoon,New,82.87
U11244,P302,27,Female,Urban,Unemployed,Clothing,Sunny,Afternoon,New,93.35
U11245,P671,36,Female,Rural,Student,Electronics,Rainy,Morning,New,276.78
U11246,P135,63,Female,Rural,Student,Home Decor,Sunny,Morning,New,162.67
U11247,P614,51,Female,Urban,Professional,Toys,Snowy,Night,Bronze,81.79
U11248,P141,50,Female,Urban,Student,Home Decor,Rainy,Night,Gold,122.79
U11249,P365,40,Male,Urban,Professional,Clothing,Rainy,Night,Gold,92.34
U11250,P706,45,Female,Urban,Student,Clothing,Sunny,Evening,Silver,83.35
U11251,P840,49,Female,Rural,Retired,Electronics,Snowy,Morning,Bronze,273.29
U11252,P282,24,Female,Urban,Retired,Groceries,Snowy,Afternoon,Silver,46.3
U11253,P664,46,Male,Urban,Student,Home Decor,Snowy,Night,Gold,119.1
U11254,P280,25,Female,Rural,Retired,Toys,Snowy,Morning,Gold,74.65
U11255,P336,18,Male,Urban,Retired,Groceries,Snowy,Morning,New,47.23
U11256,P904,20,Female,Suburban,Retired,Home Decor,Rainy,Evening,Platinum,113.89
U11257,P710,41,Male,Urban,Unemployed,Home Decor,Sunny,Afternoon,Gold,126.85
U11258,P546,40,Male,Rural,Retired,Groceries,Sunny,Morning,New,52.78
U11259,P255,25,Male,Rural,Professional,Groceries,Cloudy,Morning,Silver,41.58
U11260,P716,64,Male,Urban,Unemployed,Electronics,Sunny,Night,Silver,279.04
U11261,P459,54,Female,Rural,Professional,Toys,Rainy,Evening,New,73.59
U11262,P645,20,Male,Rural,Professional,Toys,Cloudy,Evening,Bronze,69.84
U11263,P195,50,Male,Rural,Professional,Toys,Rainy,Afternoon,Silver,65.4
U11264,P544,45,Female,Urban,Unemployed,Groceries,Sunny,Evening,Gold,42.88
U11265,P303,64,Male,Urban,Student,Electronics,Rainy,Afternoon,Platinum,236.93
U11266,P408,25,Female,Urban,Retired,Clothing,Rainy,Afternoon,New,96.15
U11267,P778,51,Male,Urban,Retired,Electronics,Sunny,Night,Silver,271.46
U11268,P809,52,Male,Urban,Student,Groceries,Rainy,Night,Gold,42.52
U11269,P830,49,Female,Urban,Student,Electronics,Cloudy,Morning,Gold,253.67
U11270,P634,41,Female,Suburban,Professional,Groceries,Cloudy,Night,Silver,42.05
U11271,P188,31,Male,Suburban,Unemployed,Home Decor,Snowy,Morning,Bronze,153.81
U11272,P160,49,Female,Rural,Professional,Home Decor,Cloudy,Morning,Gold,130.56
U11273,P434,63,Female,Rural,Retired,Clothing,Cloudy,Morning,Silver,83.29
U11274,P736,60,Other,Urban,Student,Home Decor,Sunny,Morning,New,142.66
U11275,P951,33,Male,Suburban,Retired,Clothing,Cloudy,Afternoon,Platinum,84.23
U11276,P143,21,Male,Suburban,Student,Toys,Sunny,Morning,Platinum,67.54
U11277,P990,54,Female,Urban,Unemployed,Groceries,Cloudy,Morning,Silver,47.03
U11278,P563,38,Female,Urban,Professional,Toys,Sunny,Morning,Gold,71.95
U11279,P868,31,Male,Rural,Retired,Toys,Sunny,Afternoon,Silver,73.41
U11280,P901,48,Female,Urban,Unemployed,Clothing,Rainy,Evening,Bronze,90.99
U11281,P197,35,Male,Rural,Retired,Groceries,Cloudy,Evening,Bronze,46.15
U11282,P650,24,Female,Rural,Student,Clothing,Sunny,Morning,Platinum,80.15
U11283,P636,27,Male,Urban,Retired,Electronics,Cloudy,Evening,Bronze,270.52
U11284,P611,24,Female,Rural,Unemployed,Toys,Snowy,Night,Silver,77.09
U11285,P600,50,Male,Urban,Unemployed,Groceries,Rainy,Night,Bronze,49.85
U11286,P758,40,Female,Rural,Professional,Toys,Rainy,Night,Bronze,83.3
U11287,P581,38,Female,Rural,Retired,Electronics,Sunny,Night,Bronze,280.17
U11288,P287,36,Female,Urban,Student,Electronics,Cloudy,Afternoon,Platinum,257.8
U11289,P272,36,Other,Suburban,Retired,Groceries,Rainy,Morning,Bronze,50.15
U11290,P939,53,Female,Suburban,Professional,Groceries,Rainy,Afternoon,Silver,47.99
U11291,P792,46,Other,Urban,Student,Electronics,Rainy,Afternoon,Silver,280.16
U11292,P257,35,Male,Rural,Student,Toys,Sunny,Morning,Silver,69.83
U11293,P625,19,Male,Urban,Professional,Home Decor,Snowy,Afternoon,Gold,120.97
U11294,P526,18,Male,Suburban,Student,Toys,Sunny,Morning,Platinum,61.09
U11295,P533,64,Male,Urban,Unemployed,Home Decor,Snowy,Afternoon,Bronze,144.41
