CustomerID,LoyaltyTier,ProductID,Category,BasePrice,StockLevel,Rating,TimeOfDay,DayOfWeek,CompetitorPrice,PersonalizedPrice,ExpectedConversionRate,CustomerSegment,SegmentLabel
6301,1,49574,Toys,614.51,21,3.8,Night,Monday,316.35,465.43,0.9,0,Balanced Loyalists
5186,2,53284,Electronics,967.18,16,3.2,Morning,Friday,337.05,555.4,1.0,5,Premium Deal Seekers
9905,1,82932,Sports,674.03,51,2.5,Afternoon,Saturday,102.98,388.5,0.9,5,Premium Deal Seekers
6977,3,17338,Electronics,369.03,16,1.2,Night,Monday,695.38,357.96,0.9,2,Discount Hunters
5268,0,52718,Toys,936.4,18,2.5,Afternoon,Tuesday,599.16,720.96,1.0,4,Impulse Shoppers
5748,1,22500,Sports,569.98,47,3.0,Morning,Wednesday,593.86,569.98,0.8,2,Discount Hunters
5849,3,21545,Clothing,137.09,56,1.8,Afternoon,Friday,483.73,132.98,0.9,3,Loyal Premium Buyers
4709,3,71480,Clothing,503.99,28,1.7,Afternoon,Friday,547.69,488.87,0.9,3,Loyal Premium Buyers
7619,0,15241,Toys,657.1,82,3.0,Evening,Tuesday,18.01,304.7,1.0,4,Impulse Shoppers
9647,3,99314,Sports,839.87,78,3.3,Night,Saturday,105.29,447.38,0.9,3,Loyal Premium Buyers
4072,3,32821,Clothing,937.11,56,2.0,Morning,Thursday,686.52,783.7,0.9,3,Loyal Premium Buyers
7530,1,14695,Toys,324.24,37,3.3,Night,Friday,268.85,296.55,0.9,0,Balanced Loyalists
1504,1,87066,Toys,163.96,16,4.6,Evening,Sunday,116.83,140.4,0.9,0,Balanced Loyalists
2214,0,24318,Electronics,83.09,85,2.9,Afternoon,Thursday,335.37,78.94,1.0,1,Price-Sensitive Newcomers
2531,0,60934,Clothing,740.97,65,4.4,Morning,Thursday,261.94,464.41,1.0,4,Impulse Shoppers
8576,3,32331,Sports,797.21,60,4.7,Morning,Thursday,39.08,394.23,0.9,3,Loyal Premium Buyers
1823,1,62672,Clothing,415.28,61,1.4,Night,Saturday,416.45,415.28,0.8,2,Discount Hunters
1928,0,86860,Clothing,401.97,11,1.4,Afternoon,Monday,36.76,199.27,1.0,4,Impulse Shoppers
6029,0,78754,Clothing,954.69,75,2.9,Evening,Tuesday,10.39,434.81,1.0,4,Impulse Shoppers
1133,2,95677,Toys,917.51,66,3.4,Afternoon,Wednesday,794.55,764.28,1.0,0,Balanced Loyalists
3105,0,12837,Home & Kitchen,240.93,32,2.7,Night,Tuesday,321.82,228.88,1.0,4,Impulse Shoppers
4627,3,50077,Home & Kitchen,783.0,19,2.3,Morning,Friday,571.91,653.96,0.9,3,Loyal Premium Buyers
7316,1,89915,Electronics,626.47,56,3.6,Morning,Tuesday,304.77,465.62,0.9,0,Balanced Loyalists
2852,0,14239,Clothing,162.68,5,1.0,Afternoon,Wednesday,930.72,162.27,1.0,1,Price-Sensitive Newcomers
5910,2,96348,Home & Kitchen,363.2,3,4.9,Afternoon,Monday,731.89,343.22,1.0,0,Balanced Loyalists
5175,1,39669,Electronics,185.7,28,1.9,Afternoon,Friday,375.48,185.7,0.8,2,Discount Hunters
6348,0,58624,Toys,302.2,90,4.7,Afternoon,Monday,218.52,245.25,1.0,4,Impulse Shoppers
7190,2,85147,Clothing,619.15,87,1.4,Evening,Friday,146.43,320.88,1.0,5,Premium Deal Seekers
2256,0,14150,Sports,381.51,94,2.0,Evening,Wednesday,764.79,362.43,1.0,1,Price-Sensitive Newcomers
4376,1,21109,Toys,400.12,72,1.9,Evening,Monday,458.51,400.12,0.8,2,Discount Hunters
6645,1,36016,Electronics,544.25,29,5.0,Evening,Wednesday,239.64,391.94,0.9,0,Balanced Loyalists
4486,1,21936,Toys,96.35,77,1.0,Night,Wednesday,920.43,96.35,0.8,2,Discount Hunters
4584,3,21036,Sports,741.41,59,3.6,Morning,Saturday,396.2,546.56,0.9,3,Loyal Premium Buyers
9053,0,49236,Toys,407.69,25,4.5,Morning,Tuesday,548.06,387.31,1.0,1,Price-Sensitive Newcomers
4330,3,24021,Electronics,485.59,22,3.7,Night,Friday,859.22,471.02,0.9,2,Discount Hunters
3703,1,46943,Sports,974.56,97,2.5,Night,Thursday,835.04,904.8,0.9,0,Balanced Loyalists
9662,2,91007,Sports,350.92,71,4.8,Evening,Thursday,641.57,315.83,1.0,0,Balanced Loyalists
9120,0,60016,Toys,651.74,23,4.6,Afternoon,Monday,889.74,619.15,1.0,1,Price-Sensitive Newcomers
8114,3,33244,Sports,398.58,70,2.7,Morning,Wednesday,952.58,386.62,0.9,2,Discount Hunters
2353,0,73027,Toys,895.34,79,3.3,Night,Tuesday,935.76,850.57,1.0,1,Price-Sensitive Newcomers
6063,2,48985,Clothing,848.29,79,4.9,Afternoon,Friday,355.52,517.08,1.0,5,Premium Deal Seekers
9549,3,11502,Sports,249.21,40,4.9,Evening,Monday,403.2,241.73,0.9,3,Loyal Premium Buyers
8575,1,63836,Toys,694.83,98,2.8,Night,Wednesday,248.1,471.47,0.9,5,Premium Deal Seekers
1667,3,13770,Clothing,74.52,14,4.4,Morning,Saturday,838.46,72.28,0.9,2,Discount Hunters
5468,0,52865,Sports,963.55,29,2.2,Morning,Thursday,130.61,498.9,1.0,4,Impulse Shoppers
7819,0,63811,Clothing,355.5,16,2.5,Morning,Thursday,361.53,337.72,1.0,4,Impulse Shoppers
4719,0,14001,Sports,833.52,93,1.7,Night,Friday,19.64,384.9,1.0,4,Impulse Shoppers
3745,0,70848,Electronics,325.25,87,1.8,Morning,Friday,598.7,308.99,1.0,1,Price-Sensitive Newcomers
8483,1,62635,Electronics,636.44,10,3.6,Evening,Friday,661.8,636.44,0.8,2,Discount Hunters
1539,3,30946,Toys,983.75,47,3.0,Morning,Monday,256.5,590.61,0.9,3,Loyal Premium Buyers
5964,1,76134,Home & Kitchen,877.98,4,1.9,Evening,Friday,739.36,852.57,0.9,0,Balanced Loyalists
5835,1,53744,Electronics,168.76,12,2.6,Morning,Monday,387.72,168.76,0.8,2,Discount Hunters
4775,1,49159,Home & Kitchen,552.01,42,2.5,Evening,Tuesday,318.59,435.3,0.9,0,Balanced Loyalists
7042,0,33671,Clothing,355.05,98,4.9,Night,Wednesday,956.6,337.3,1.0,1,Price-Sensitive Newcomers
8102,0,26450,Clothing,440.0,4,4.4,Evening,Thursday,592.81,438.9,1.0,1,Price-Sensitive Newcomers
8312,0,24908,Home & Kitchen,341.83,84,2.6,Night,Sunday,259.8,283.72,1.0,4,Impulse Shoppers
6320,3,67275,Toys,342.6,92,4.7,Afternoon,Sunday,983.41,332.32,0.9,2,Discount Hunters
7132,2,54358,Sports,547.13,92,2.4,Evening,Monday,393.67,415.69,1.0,5,Premium Deal Seekers
8891,0,59047,Home & Kitchen,200.04,6,3.7,Night,Wednesday,651.35,199.54,1.0,1,Price-Sensitive Newcomers
3779,3,45518,Home & Kitchen,542.02,14,4.9,Afternoon,Saturday,726.62,525.76,0.9,2,Discount Hunters
1924,0,67813,Home & Kitchen,286.18,35,2.6,Morning,Friday,428.07,271.87,1.0,1,Price-Sensitive Newcomers
2581,0,16806,Home & Kitchen,296.09,47,3.7,Afternoon,Thursday,540.56,281.29,1.0,1,Price-Sensitive Newcomers
8714,1,50891,Home & Kitchen,741.36,58,2.2,Evening,Saturday,247.38,494.37,0.9,5,Premium Deal Seekers
4324,1,93551,Toys,39.3,65,2.1,Afternoon,Monday,471.16,39.3,0.8,2,Discount Hunters
6713,1,49220,Electronics,387.14,19,3.3,Morning,Friday,317.69,352.41,0.9,0,Balanced Loyalists
8026,3,27158,Sports,413.46,57,4.9,Afternoon,Wednesday,551.98,401.06,0.9,2,Discount Hunters
1255,2,90992,Electronics,490.26,65,2.8,Evening,Tuesday,673.19,441.23,1.0,0,Balanced Loyalists
5804,2,37588,Home & Kitchen,672.32,13,4.8,Evening,Wednesday,617.87,577.86,1.0,0,Balanced Loyalists
2838,3,72576,Electronics,375.99,8,4.7,Night,Monday,778.95,382.95,0.6,6,Passive Loyalists
1009,0,98027,Toys,221.01,18,2.0,Morning,Tuesday,51.11,125.01,1.0,4,Impulse Shoppers
3871,3,34188,Clothing,886.02,35,2.6,Morning,Tuesday,87.81,460.33,0.9,3,Loyal Premium Buyers
9989,0,68830,Electronics,981.23,87,3.6,Afternoon,Friday,213.26,548.18,1.0,4,Impulse Shoppers
8409,3,14019,Sports,29.81,26,3.1,Morning,Wednesday,985.94,28.92,0.9,2,Discount Hunters
8418,3,22419,Toys,551.0,38,1.4,Evening,Monday,802.27,534.47,0.9,2,Discount Hunters
6124,3,43697,Clothing,348.29,84,5.0,Afternoon,Saturday,924.88,337.84,0.9,2,Discount Hunters
2015,2,94932,Toys,284.22,66,4.0,Night,Saturday,279.37,253.37,1.0,5,Premium Deal Seekers
3193,1,17973,Home & Kitchen,342.35,26,2.8,Afternoon,Tuesday,578.12,342.35,0.8,2,Discount Hunters
9415,3,96649,Clothing,642.49,57,3.5,Afternoon,Friday,559.34,581.64,0.9,3,Loyal Premium Buyers
8449,2,21136,Sports,198.81,25,1.4,Night,Saturday,573.82,178.93,1.0,0,Balanced Loyalists
5158,1,94739,Clothing,913.73,30,3.0,Afternoon,Tuesday,720.39,817.06,0.9,0,Balanced Loyalists
4925,1,72502,Sports,471.45,82,4.7,Morning,Sunday,400.04,435.75,0.9,0,Balanced Loyalists
7970,3,41285,Home & Kitchen,332.32,7,4.6,Afternoon,Wednesday,680.44,338.47,0.6,6,Passive Loyalists
7938,0,33039,Sports,767.88,27,2.3,Afternoon,Saturday,790.55,729.49,1.0,1,Price-Sensitive Newcomers
5784,0,76720,Toys,26.18,11,3.1,Afternoon,Thursday,296.18,24.87,1.0,1,Price-Sensitive Newcomers
5000,0,98263,Electronics,437.53,8,3.8,Evening,Sunday,946.29,436.44,1.0,1,Price-Sensitive Newcomers
2633,3,69155,Toys,361.75,11,2.4,Evening,Monday,522.87,350.9,0.9,3,Loyal Premium Buyers
8266,0,26911,Toys,344.83,88,1.3,Morning,Sunday,735.44,327.59,1.0,1,Price-Sensitive Newcomers
9702,2,10916,Clothing,343.7,30,3.0,Night,Thursday,731.64,309.33,1.0,0,Balanced Loyalists
1384,2,69052,Home & Kitchen,40.96,94,3.4,Evening,Wednesday,569.59,36.86,1.0,0,Balanced Loyalists
1404,2,79110,Electronics,160.6,15,1.0,Evening,Thursday,329.46,144.54,1.0,5,Premium Deal Seekers
9175,2,27790,Sports,150.47,56,1.4,Morning,Wednesday,670.27,135.42,1.0,0,Balanced Loyalists
3000,1,93161,Clothing,988.72,35,1.8,Morning,Wednesday,96.41,542.57,0.9,5,Premium Deal Seekers
6989,2,15206,Home & Kitchen,31.94,39,2.4,Night,Friday,981.62,28.75,1.0,2,Discount Hunters
2460,0,95053,Electronics,175.4,24,3.2,Afternoon,Sunday,192.16,166.63,1.0,4,Impulse Shoppers
8190,3,59950,Toys,974.43,8,2.2,Afternoon,Thursday,282.67,646.58,0.9,3,Loyal Premium Buyers
8140,0,66361,Home & Kitchen,631.97,43,2.1,Night,Tuesday,954.89,600.37,1.0,1,Price-Sensitive Newcomers
4636,2,71451,Home & Kitchen,456.16,42,4.5,Night,Wednesday,194.68,279.8,1.0,5,Premium Deal Seekers
5809,1,47696,Home & Kitchen,87.97,84,1.6,Night,Sunday,178.39,87.97,0.8,3,Loyal Premium Buyers
5178,2,91641,Toys,672.96,41,3.0,Morning,Thursday,806.49,605.66,1.0,0,Balanced Loyalists
8245,3,78226,Sports,146.42,47,4.8,Afternoon,Tuesday,258.78,142.03,0.9,3,Loyal Premium Buyers
7600,0,56728,Clothing,674.47,26,3.5,Night,Monday,103.78,355.4,1.0,4,Impulse Shoppers
6997,3,65401,Sports,979.38,52,3.9,Night,Tuesday,234.38,577.5,0.9,3,Loyal Premium Buyers
3048,3,76226,Electronics,536.65,88,2.7,Afternoon,Thursday,889.49,520.55,0.9,2,Discount Hunters
5780,3,35103,Clothing,221.94,22,1.1,Afternoon,Thursday,287.52,215.28,0.9,3,Loyal Premium Buyers
1716,0,44263,Electronics,629.03,5,3.6,Morning,Tuesday,698.11,627.46,1.0,1,Price-Sensitive Newcomers
8939,2,86621,Toys,517.8,15,3.5,Evening,Tuesday,401.19,407.72,1.0,5,Premium Deal Seekers
6565,3,60044,Sports,537.81,36,1.4,Evening,Saturday,269.5,387.52,0.9,3,Loyal Premium Buyers
5544,0,67730,Home & Kitchen,483.33,63,2.8,Morning,Wednesday,152.61,293.8,1.0,4,Impulse Shoppers
5976,1,35825,Clothing,677.0,93,4.7,Morning,Thursday,972.47,677.0,0.8,2,Discount Hunters
4419,0,86256,Home & Kitchen,576.23,79,1.8,Afternoon,Wednesday,525.9,522.25,1.0,4,Impulse Shoppers
8239,1,47271,Electronics,987.13,91,2.8,Morning,Wednesday,123.61,555.37,0.9,5,Premium Deal Seekers
1249,0,87256,Home & Kitchen,827.6,49,2.8,Morning,Sunday,206.83,475.84,1.0,4,Impulse Shoppers
9865,2,56732,Home & Kitchen,272.05,55,4.2,Night,Monday,413.22,244.85,1.0,0,Balanced Loyalists
1770,3,76433,Toys,728.5,72,4.3,Morning,Sunday,548.73,616.76,0.9,3,Loyal Premium Buyers
5363,2,92630,Toys,222.16,60,4.0,Morning,Thursday,189.98,183.85,1.0,5,Premium Deal Seekers
2077,0,33572,Sports,784.52,57,2.5,Night,Wednesday,284.95,495.51,1.0,4,Impulse Shoppers
9427,3,48546,Electronics,156.08,29,1.3,Afternoon,Monday,785.87,151.4,0.9,2,Discount Hunters
9580,1,25150,Toys,478.82,19,2.4,Afternoon,Saturday,423.31,451.06,0.9,0,Balanced Loyalists
8901,0,64165,Toys,792.7,95,3.7,Morning,Wednesday,11.39,362.41,1.0,4,Impulse Shoppers
5858,3,73690,Sports,287.31,73,3.8,Morning,Wednesday,63.4,166.74,0.9,3,Loyal Premium Buyers
7544,1,63664,Clothing,838.75,10,4.9,Evening,Saturday,444.94,641.85,0.9,0,Balanced Loyalists
5719,1,92335,Sports,647.71,10,2.8,Night,Thursday,69.52,358.62,0.9,5,Premium Deal Seekers
3814,2,85199,Home & Kitchen,403.55,97,3.5,Evening,Sunday,182.17,252.5,1.0,5,Premium Deal Seekers
4374,0,46948,Home & Kitchen,429.18,89,3.2,Morning,Tuesday,730.6,407.72,1.0,1,Price-Sensitive Newcomers
2252,1,47030,Toys,926.73,57,1.6,Evening,Saturday,485.58,706.15,0.9,5,Premium Deal Seekers
7996,3,37007,Toys,225.61,54,2.8,Evening,Tuesday,487.64,218.84,0.9,3,Loyal Premium Buyers
5673,1,86772,Sports,696.43,56,3.2,Afternoon,Thursday,602.24,649.34,0.9,0,Balanced Loyalists
5530,1,32024,Sports,710.22,68,4.8,Night,Sunday,790.63,710.22,0.8,2,Discount Hunters
7881,2,49384,Electronics,923.23,69,2.5,Afternoon,Tuesday,167.0,452.79,1.0,5,Premium Deal Seekers
7949,2,92912,Home & Kitchen,716.03,87,4.9,Afternoon,Sunday,181.32,377.07,1.0,5,Premium Deal Seekers
7241,3,28157,Sports,588.62,55,3.2,Evening,Friday,130.19,341.75,0.9,3,Loyal Premium Buyers
9017,2,95481,Clothing,903.5,69,2.0,Night,Tuesday,937.46,813.15,1.0,0,Balanced Loyalists
7941,1,98553,Electronics,830.84,72,1.8,Morning,Sunday,581.52,706.18,0.9,0,Balanced Loyalists
8002,1,11756,Sports,719.61,81,1.6,Night,Saturday,101.71,410.66,0.9,5,Premium Deal Seekers
2331,2,78112,Toys,42.25,1,2.8,Afternoon,Wednesday,228.44,39.93,1.0,5,Premium Deal Seekers
5261,1,68051,Sports,379.79,12,1.1,Evening,Wednesday,728.33,379.79,0.8,2,Discount Hunters
8648,1,74595,Toys,635.57,35,2.8,Morning,Monday,38.7,337.14,0.9,5,Premium Deal Seekers
6115,3,88210,Toys,527.03,78,5.0,Afternoon,Saturday,728.4,511.22,0.9,2,Discount Hunters
5637,2,53094,Home & Kitchen,326.13,82,3.7,Evening,Sunday,912.35,293.52,1.0,0,Balanced Loyalists
5854,1,97889,Home & Kitchen,152.98,74,4.0,Afternoon,Thursday,65.82,109.4,0.9,5,Premium Deal Seekers
4177,2,14535,Sports,557.47,79,1.5,Evening,Monday,194.56,320.27,1.0,5,Premium Deal Seekers
8730,3,66035,Sports,293.06,33,2.9,Night,Wednesday,12.35,143.91,0.9,3,Loyal Premium Buyers
3180,2,57367,Clothing,240.67,83,2.1,Afternoon,Wednesday,117.94,155.24,1.0,5,Premium Deal Seekers
5892,1,27118,Electronics,404.97,98,4.6,Night,Monday,620.82,404.97,0.8,2,Discount Hunters
8043,2,69812,Electronics,787.64,25,1.7,Night,Saturday,54.37,342.24,1.0,5,Premium Deal Seekers
1137,1,69884,Sports,492.97,16,2.8,Evening,Friday,431.58,462.27,0.9,0,Balanced Loyalists
7327,1,76168,Home & Kitchen,224.33,8,3.4,Morning,Tuesday,508.37,235.55,0.6,6,Passive Loyalists
4472,1,23280,Clothing,125.73,35,3.1,Night,Sunday,907.56,125.73,0.8,2,Discount Hunters
6449,3,24746,Electronics,504.0,85,4.3,Afternoon,Sunday,479.55,476.65,0.9,3,Loyal Premium Buyers
3832,2,63251,Sports,796.42,83,1.9,Afternoon,Friday,151.12,394.13,1.0,5,Premium Deal Seekers
4579,3,94821,Home & Kitchen,656.29,46,2.5,Evening,Friday,296.4,456.66,0.9,3,Loyal Premium Buyers
6971,2,93583,Home & Kitchen,239.83,11,4.2,Night,Friday,675.47,215.85,1.0,0,Balanced Loyalists
5164,3,20207,Home & Kitchen,442.34,61,3.1,Morning,Sunday,120.99,268.39,0.9,3,Loyal Premium Buyers
8941,0,81127,Toys,856.68,44,2.6,Morning,Saturday,239.43,505.22,1.0,4,Impulse Shoppers
6569,1,37757,Home & Kitchen,185.88,11,1.1,Afternoon,Friday,995.82,185.88,0.8,2,Discount Hunters
5300,1,26226,Sports,536.76,11,4.0,Evening,Tuesday,15.48,276.12,0.9,5,Premium Deal Seekers
7269,3,71407,Clothing,362.67,22,4.9,Night,Thursday,160.66,250.78,0.9,3,Loyal Premium Buyers
4818,0,37206,Sports,132.94,85,3.5,Afternoon,Monday,845.25,126.29,1.0,1,Price-Sensitive Newcomers
2906,1,30256,Home & Kitchen,59.4,91,4.4,Evening,Friday,110.37,59.4,0.8,2,Discount Hunters
7254,2,43822,Clothing,560.31,82,3.1,Morning,Friday,43.3,245.77,1.0,5,Premium Deal Seekers
1760,3,51340,Electronics,30.54,62,1.9,Afternoon,Monday,130.1,29.62,0.9,3,Loyal Premium Buyers
8830,1,62234,Electronics,112.41,48,1.1,Evening,Sunday,696.66,112.41,0.8,2,Discount Hunters
8350,1,53351,Sports,354.09,94,3.6,Morning,Sunday,993.18,354.09,0.8,2,Discount Hunters
7238,3,58671,Clothing,53.08,63,3.0,Evening,Monday,594.73,51.49,0.9,2,Discount Hunters
7090,3,85320,Sports,406.44,51,4.1,Afternoon,Sunday,133.07,257.56,0.9,3,Loyal Premium Buyers
7031,2,45157,Clothing,139.06,45,3.8,Night,Sunday,191.94,125.15,1.0,5,Premium Deal Seekers
8687,2,29937,Clothing,356.37,33,5.0,Evening,Thursday,542.31,320.73,1.0,0,Balanced Loyalists
9472,1,64290,Sports,793.25,85,3.0,Night,Wednesday,718.5,755.88,0.9,0,Balanced Loyalists
2887,1,56707,Clothing,630.1,60,2.7,Afternoon,Thursday,666.28,630.1,0.8,2,Discount Hunters
4266,3,21219,Home & Kitchen,450.95,2,2.1,Morning,Wednesday,578.98,459.29,0.6,6,Passive Loyalists
1666,1,19399,Clothing,100.91,13,2.9,Evening,Saturday,986.41,100.91,0.8,2,Discount Hunters
5188,1,37657,Clothing,622.96,66,4.5,Morning,Tuesday,206.05,414.5,0.9,5,Premium Deal Seekers
1671,3,30047,Sports,172.07,57,1.2,Night,Sunday,181.17,166.91,0.9,3,Loyal Premium Buyers
7777,1,86095,Electronics,85.82,43,4.9,Night,Thursday,860.47,85.82,0.8,2,Discount Hunters
8570,1,95693,Toys,667.36,45,5.0,Morning,Tuesday,297.91,482.63,0.9,0,Balanced Loyalists
8956,0,82154,Clothing,912.94,31,3.4,Afternoon,Monday,339.2,580.42,1.0,4,Impulse Shoppers
6124,2,54891,Toys,465.99,10,2.3,Night,Thursday,553.18,419.39,1.0,0,Balanced Loyalists
6585,3,16780,Clothing,50.59,23,1.9,Afternoon,Saturday,387.46,49.07,0.9,3,Loyal Premium Buyers
5777,0,37050,Sports,881.49,86,2.1,Morning,Monday,294.76,544.05,1.0,4,Impulse Shoppers
4900,2,83551,Sports,76.3,29,1.2,Afternoon,Saturday,918.0,68.67,1.0,2,Discount Hunters
7677,2,78666,Clothing,868.84,97,2.9,Night,Saturday,137.98,416.53,1.0,5,Premium Deal Seekers
7981,2,92016,Sports,397.9,31,1.2,Morning,Friday,410.25,358.11,1.0,5,Premium Deal Seekers
7376,0,63010,Sports,371.74,78,3.9,Afternoon,Monday,12.94,173.75,1.0,4,Impulse Shoppers
1523,0,48165,Clothing,547.37,74,2.5,Afternoon,Sunday,809.38,520.0,1.0,1,Price-Sensitive Newcomers
3393,2,21528,Electronics,957.51,18,1.8,Evening,Saturday,176.73,471.37,1.0,5,Premium Deal Seekers
3593,1,59608,Clothing,899.75,11,3.2,Night,Friday,775.26,837.5,0.9,0,Balanced Loyalists
8240,1,15914,Electronics,475.63,47,4.9,Evening,Wednesday,157.12,316.38,0.9,5,Premium Deal Seekers
7937,0,47136,Sports,698.86,3,3.8,Afternoon,Friday,422.57,558.97,1.0,4,Impulse Shoppers
7190,0,21179,Electronics,584.62,2,3.0,Night,Sunday,730.9,583.16,1.0,1,Price-Sensitive Newcomers
6240,0,96008,Sports,696.53,54,4.1,Morning,Wednesday,278.1,452.49,1.0,4,Impulse Shoppers
7493,2,22076,Electronics,831.03,72,3.9,Morning,Friday,320.78,492.8,1.0,5,Premium Deal Seekers
3878,1,34783,Electronics,44.15,31,4.6,Morning,Friday,670.65,44.15,0.8,2,Discount Hunters
5143,0,56716,Clothing,332.5,8,1.8,Afternoon,Tuesday,195.82,263.33,1.0,4,Impulse Shoppers
4644,0,60298,Electronics,959.74,43,4.4,Afternoon,Tuesday,952.27,908.02,1.0,1,Price-Sensitive Newcomers
5432,3,64304,Sports,949.84,48,2.2,Morning,Sunday,196.9,544.87,0.9,3,Loyal Premium Buyers
2276,2,89360,Clothing,21.11,2,4.8,Evening,Monday,752.5,19.95,1.0,2,Discount Hunters
6811,3,79835,Electronics,209.43,22,2.1,Evening,Saturday,804.57,203.15,0.9,2,Discount Hunters
1302,1,18118,Clothing,993.83,5,4.7,Night,Sunday,380.63,736.92,0.9,5,Premium Deal Seekers
1638,3,86292,Toys,497.9,7,4.9,Night,Tuesday,164.68,340.5,0.9,3,Loyal Premium Buyers
1055,3,66911,Clothing,577.14,20,1.6,Morning,Wednesday,174.24,358.38,0.9,3,Loyal Premium Buyers
9717,3,83489,Toys,174.76,92,4.9,Afternoon,Tuesday,985.6,169.52,0.9,2,Discount Hunters
9150,2,25185,Toys,895.39,77,1.3,Afternoon,Monday,728.16,722.24,1.0,0,Balanced Loyalists
3125,1,51792,Clothing,238.95,2,1.9,Night,Thursday,455.55,250.9,0.6,6,Passive Loyalists
1364,3,90210,Sports,197.75,32,2.8,Morning,Wednesday,264.78,191.82,0.9,3,Loyal Premium Buyers
7809,2,60613,Sports,235.84,90,5.0,Night,Thursday,28.72,108.7,1.0,5,Premium Deal Seekers
5621,1,43927,Sports,920.43,3,3.0,Evening,Wednesday,673.76,843.12,0.9,0,Balanced Loyalists
6126,0,10386,Home & Kitchen,705.82,41,3.2,Morning,Saturday,957.35,670.53,1.0,1,Price-Sensitive Newcomers
6122,3,82728,Toys,770.91,42,3.8,Morning,Saturday,115.77,420.21,0.9,3,Loyal Premium Buyers
2646,1,86281,Clothing,383.27,77,4.9,Morning,Saturday,756.95,383.27,0.8,2,Discount Hunters
1918,3,40020,Sports,910.09,85,4.1,Evening,Monday,161.7,508.59,0.9,3,Loyal Premium Buyers
3797,0,52678,Sports,791.51,45,1.9,Morning,Tuesday,794.18,751.93,1.0,1,Price-Sensitive Newcomers
7506,1,96695,Clothing,753.09,87,2.2,Night,Thursday,376.87,564.98,0.9,5,Premium Deal Seekers
6870,2,71394,Toys,971.23,71,1.4,Evening,Thursday,714.94,745.96,1.0,5,Premium Deal Seekers
2531,1,78945,Clothing,372.53,17,3.6,Afternoon,Tuesday,927.02,372.53,0.8,2,Discount Hunters
9172,2,66414,Home & Kitchen,614.86,92,1.7,Night,Monday,623.94,553.37,1.0,0,Balanced Loyalists
4345,1,64816,Home & Kitchen,910.83,47,2.0,Night,Tuesday,921.49,910.83,0.8,2,Discount Hunters
8673,2,65918,Clothing,792.98,94,4.6,Night,Friday,242.67,438.53,1.0,5,Premium Deal Seekers
7949,0,72694,Toys,567.75,69,2.3,Evening,Friday,978.35,539.36,1.0,1,Price-Sensitive Newcomers
7882,0,39455,Sports,85.45,24,3.3,Night,Saturday,874.12,81.18,1.0,1,Price-Sensitive Newcomers
2906,0,48735,Home & Kitchen,656.2,71,2.6,Evening,Friday,116.5,353.54,1.0,4,Impulse Shoppers
4086,1,22109,Home & Kitchen,531.29,34,1.3,Morning,Thursday,419.4,475.34,0.9,0,Balanced Loyalists
9152,0,55802,Toys,192.34,50,2.5,Afternoon,Saturday,927.76,182.72,1.0,1,Price-Sensitive Newcomers
6750,3,78020,Home & Kitchen,883.43,42,2.6,Morning,Thursday,87.33,458.88,0.9,3,Loyal Premium Buyers
9905,0,44622,Home & Kitchen,349.82,33,4.6,Night,Monday,459.23,332.33,1.0,1,Price-Sensitive Newcomers
2062,2,12597,Toys,393.61,27,2.3,Evening,Wednesday,726.36,354.25,1.0,0,Balanced Loyalists
2976,2,50597,Clothing,675.68,78,2.5,Evening,Tuesday,43.11,291.83,1.0,5,Premium Deal Seekers
2296,2,50954,Sports,493.91,59,4.1,Morning,Sunday,755.3,444.52,1.0,0,Balanced Loyalists
7229,1,79519,Sports,98.39,19,4.0,Night,Sunday,367.59,98.39,0.8,2,Discount Hunters
8641,3,66115,Home & Kitchen,393.57,76,4.2,Afternoon,Sunday,256.88,313.42,0.9,3,Loyal Premium Buyers
1125,0,53151,Sports,103.52,3,4.8,Evening,Wednesday,580.21,103.26,1.0,1,Price-Sensitive Newcomers
5632,3,27040,Clothing,198.84,71,4.2,Evening,Thursday,548.89,192.87,0.9,2,Discount Hunters
7288,3,54772,Home & Kitchen,17.1,99,2.6,Night,Tuesday,875.2,16.59,0.9,2,Discount Hunters
4596,2,73832,Sports,189.5,25,4.3,Evening,Thursday,679.24,170.55,1.0,0,Balanced Loyalists
7168,2,37916,Electronics,337.14,15,3.0,Night,Monday,427.65,303.43,1.0,0,Balanced Loyalists
8561,2,54871,Electronics,542.84,83,2.1,Night,Saturday,653.64,488.56,1.0,0,Balanced Loyalists
9258,1,36372,Electronics,920.08,60,2.2,Afternoon,Tuesday,752.65,836.37,0.9,0,Balanced Loyalists
1232,3,71707,Electronics,544.92,83,1.9,Night,Thursday,937.96,528.57,0.9,2,Discount Hunters
7371,3,49080,Electronics,708.55,23,1.6,Morning,Friday,707.22,686.63,0.9,3,Loyal Premium Buyers
5206,1,52722,Home & Kitchen,364.1,11,1.7,Afternoon,Sunday,548.43,364.1,0.8,2,Discount Hunters
8943,1,39048,Toys,754.11,59,1.3,Night,Friday,379.25,566.68,0.9,5,Premium Deal Seekers
7891,1,95205,Toys,624.26,85,4.6,Night,Thursday,892.57,624.26,0.8,2,Discount Hunters
7738,3,19777,Home & Kitchen,465.2,34,4.7,Afternoon,Wednesday,794.59,451.24,0.9,2,Discount Hunters
